Date,FG-Code,LST,Monat.Jahr,Fachrichtung,postal,online,Gesamt,Year,Bundesland_pretty
2023-09,7.0,ÖGK-T,Sep.23,FA für Innere Medizin,3132.0,1242.0,4374.0,2023,Tirol
2023-09,8.0,ÖGK-T,Sep.23,FA für Kinder- und Jugendheilkunde,567.0,1462.0,2029.0,2023,Tirol
2023-09,9.0,ÖGK-T,Sep.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",426.0,312.0,738.0,2023,Tirol
2023-09,10.0,ÖGK-T,Sep.23,FA für Lungenkrankheiten,86.0,57.0,143.0,2023,Tirol
2023-09,11.0,ÖGK-T,Sep.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,,,0.0,2023,Tirol
2023-09,12.0,ÖGK-T,Sep.23,FA für Orthopädie und orthopädische Chirurgie,1500.0,664.0,2164.0,2023,Tirol
2023-09,13.0,ÖGK-T,Sep.23,FA für Physikalische Medizin,36.0,26.0,62.0,2023,Tirol
2023-09,14.0,ÖGK-T,Sep.23,FA für Radiologie,328.0,198.0,526.0,2023,Tirol
2023-09,15.0,ÖGK-T,Sep.23,FA für Unfallchirurgie,903.0,617.0,1520.0,2023,Tirol
2023-09,16.0,ÖGK-T,Sep.23,FA für Urologie,574.0,207.0,781.0,2023,Tirol
2023-09,18.0,ÖGK-T,Sep.23,FA für Neurochirurgie,312.0,160.0,472.0,2023,Tirol
2023-09,19.0,ÖGK-T,Sep.23,FA für Neurologie,518.0,312.0,830.0,2023,Tirol
2023-09,20.0,ÖGK-T,Sep.23,FA für Psychiatrie,1231.0,706.0,1937.0,2023,Tirol
2023-09,21.0,ÖGK-T,Sep.23,FA für Plastische Chirurgie,85.0,44.0,129.0,2023,Tirol
2023-09,22.0,ÖGK-T,Sep.23,FA für Kinderchirurgie,,,0.0,2023,Tirol
2023-09,23.0,ÖGK-T,Sep.23,"FA für Mund., Kiefer- und Gesichtschirurgie",553.0,181.0,734.0,2023,Tirol
2023-09,24.0,ÖGK-T,Sep.23,FA für Nuklearmedizin,281.0,125.0,406.0,2023,Tirol
2023-09,26.0,ÖGK-T,Sep.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Tirol
2023-09,29.0,ÖGK-T,Sep.23,FA für Immunologie,1.0,1.0,2.0,2023,Tirol
2023-09,32.0,ÖGK-T,Sep.23,FA für Kinder- und Jugendpsychiatrie,7.0,3.0,10.0,2023,Tirol
2023-09,34.0,ÖGK-T,Sep.23,FA für medizinische Biologie,,,0.0,2023,Tirol
2023-09,50.0,ÖGK-T,Sep.23,FA für medizinische und chemische Labordiagnostik,3.0,,3.0,2023,Tirol
2023-09,53.0,ÖGK-T,Sep.23,FA für Pathologie und Histologie,,,0.0,2023,Tirol
2023-09,55.0,ÖGK-T,Sep.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,8.0,8.0,16.0,2023,Tirol
2023-09,,ÖGK-T,Sep.23,Gesamt,29805.0,14937.0,44742.0,2023,Tirol
2023-10,5.0,ÖGK-T,Okt.23,FA für Haut- und Geschlechtskrankheiten,4231.0,899.0,5130.0,2023,Tirol
2023-10,6.0,ÖGK-T,Okt.23,FA für Frauenheilkunde und Geburtshilfe,7838.0,2891.0,10729.0,2023,Tirol
2023-10,7.0,ÖGK-T,Okt.23,FA für Innere Medizin,4307.0,602.0,4909.0,2023,Tirol
2023-10,8.0,ÖGK-T,Okt.23,FA für Kinder- und Jugendheilkunde,791.0,970.0,1761.0,2023,Tirol
2023-10,9.0,ÖGK-T,Okt.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",693.0,151.0,844.0,2023,Tirol
2023-10,10.0,ÖGK-T,Okt.23,FA für Lungenkrankheiten,123.0,194.0,317.0,2023,Tirol
2023-10,11.0,ÖGK-T,Okt.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,,,0.0,2023,Tirol
2023-10,12.0,ÖGK-T,Okt.23,FA für Orthopädie und orthopädische Chirurgie,1630.0,369.0,1999.0,2023,Tirol
2023-10,13.0,ÖGK-T,Okt.23,FA für Physikalische Medizin,53.0,17.0,70.0,2023,Tirol
2023-10,14.0,ÖGK-T,Okt.23,FA für Radiologie,480.0,64.0,544.0,2023,Tirol
2023-10,15.0,ÖGK-T,Okt.23,FA für Unfallchirurgie,1147.0,309.0,1456.0,2023,Tirol
2023-10,16.0,ÖGK-T,Okt.23,FA für Urologie,698.0,110.0,808.0,2023,Tirol
2023-10,18.0,ÖGK-T,Okt.23,FA für Neurochirurgie,369.0,57.0,426.0,2023,Tirol
2023-10,19.0,ÖGK-T,Okt.23,FA für Neurologie,631.0,228.0,859.0,2023,Tirol
2023-10,20.0,ÖGK-T,Okt.23,FA für Psychiatrie,1479.0,423.0,1902.0,2023,Tirol
2023-10,21.0,ÖGK-T,Okt.23,FA für Plastische Chirurgie,82.0,21.0,103.0,2023,Tirol
2023-10,22.0,ÖGK-T,Okt.23,FA für Kinderchirurgie,,,0.0,2023,Tirol
2023-10,23.0,ÖGK-T,Okt.23,"FA für Mund., Kiefer- und Gesichtschirurgie",751.0,65.0,816.0,2023,Tirol
2023-10,24.0,ÖGK-T,Okt.23,FA für Nuklearmedizin,294.0,75.0,369.0,2023,Tirol
2023-10,26.0,ÖGK-T,Okt.23,FA für Strahlentherapie - Radioonkologie,2.0,,2.0,2023,Tirol
2023-10,29.0,ÖGK-T,Okt.23,FA für Immunologie,2.0,2.0,4.0,2023,Tirol
2023-10,32.0,ÖGK-T,Okt.23,FA für Kinder- und Jugendpsychiatrie,15.0,4.0,19.0,2023,Tirol
2023-10,34.0,ÖGK-T,Okt.23,FA für medizinische Biologie,,,0.0,2023,Tirol
2023-10,50.0,ÖGK-T,Okt.23,FA für medizinische und chemische Labordiagnostik,1.0,,1.0,2023,Tirol
2023-10,53.0,ÖGK-T,Okt.23,FA für Pathologie und Histologie,4.0,,4.0,2023,Tirol
2023-10,55.0,ÖGK-T,Okt.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,12.0,2.0,14.0,2023,Tirol
2023-10,,ÖGK-T,Okt.23,Gesamt,35679.0,9645.0,45324.0,2023,Tirol
2023-11,5.0,ÖGK-T,Nov.23,FA für Haut- und Geschlechtskrankheiten,4548.0,2030.0,6578.0,2023,Tirol
2023-11,6.0,ÖGK-T,Nov.23,FA für Frauenheilkunde und Geburtshilfe,7568.0,4878.0,12446.0,2023,Tirol
2023-11,7.0,ÖGK-T,Nov.23,FA für Innere Medizin,4079.0,1776.0,5855.0,2023,Tirol
2023-11,8.0,ÖGK-T,Nov.23,FA für Kinder- und Jugendheilkunde,709.0,1926.0,2635.0,2023,Tirol
2023-11,9.0,ÖGK-T,Nov.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",481.0,275.0,756.0,2023,Tirol
2023-11,10.0,ÖGK-T,Nov.23,FA für Lungenkrankheiten,131.0,215.0,346.0,2023,Tirol
2023-11,11.0,ÖGK-T,Nov.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,1.0,1.0,2.0,2023,Tirol
2023-11,12.0,ÖGK-T,Nov.23,FA für Orthopädie und orthopädische Chirurgie,1606.0,901.0,2507.0,2023,Tirol
2023-11,13.0,ÖGK-T,Nov.23,FA für Physikalische Medizin,75.0,43.0,118.0,2023,Tirol
2023-11,14.0,ÖGK-T,Nov.23,FA für Radiologie,478.0,258.0,736.0,2023,Tirol
2023-11,15.0,ÖGK-T,Nov.23,FA für Unfallchirurgie,1058.0,685.0,1743.0,2023,Tirol
2023-11,16.0,ÖGK-T,Nov.23,FA für Urologie,743.0,232.0,975.0,2023,Tirol
2023-11,18.0,ÖGK-T,Nov.23,FA für Neurochirurgie,403.0,167.0,570.0,2023,Tirol
2023-11,19.0,ÖGK-T,Nov.23,FA für Neurologie,574.0,284.0,858.0,2023,Tirol
2023-11,20.0,ÖGK-T,Nov.23,FA für Psychiatrie,1501.0,800.0,2301.0,2023,Tirol
2023-11,21.0,ÖGK-T,Nov.23,FA für Plastische Chirurgie,97.0,66.0,163.0,2023,Tirol
2023-11,22.0,ÖGK-T,Nov.23,FA für Kinderchirurgie,,,0.0,2023,Tirol
2023-11,23.0,ÖGK-T,Nov.23,"FA für Mund., Kiefer- und Gesichtschirurgie",813.0,76.0,889.0,2023,Tirol
2023-11,24.0,ÖGK-T,Nov.23,FA für Nuklearmedizin,255.0,165.0,420.0,2023,Tirol
2023-11,26.0,ÖGK-T,Nov.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Tirol
2023-11,29.0,ÖGK-T,Nov.23,FA für Immunologie,2.0,2.0,4.0,2023,Tirol
2023-11,32.0,ÖGK-T,Nov.23,FA für Kinder- und Jugendpsychiatrie,9.0,15.0,24.0,2023,Tirol
2023-11,34.0,ÖGK-T,Nov.23,FA für medizinische Biologie,,,0.0,2023,Tirol
2023-11,50.0,ÖGK-T,Nov.23,FA für medizinische und chemische Labordiagnostik,3.0,1.0,4.0,2023,Tirol
2023-11,53.0,ÖGK-T,Nov.23,FA für Pathologie und Histologie,7.0,3.0,10.0,2023,Tirol
2023-11,55.0,ÖGK-T,Nov.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,14.0,14.0,28.0,2023,Tirol
2023-11,,ÖGK-T,Nov.23,Gesamt,34343.0,19661.0,54004.0,2023,Tirol
2023-12,5.0,ÖGK-T,Dez.23,FA für Haut- und Geschlechtskrankheiten,2847.0,1981.0,4828.0,2023,Tirol
2023-12,6.0,ÖGK-T,Dez.23,FA für Frauenheilkunde und Geburtshilfe,5013.0,4466.0,9479.0,2023,Tirol
2023-12,7.0,ÖGK-T,Dez.23,FA für Innere Medizin,2900.0,1727.0,4627.0,2023,Tirol
2023-12,8.0,ÖGK-T,Dez.23,FA für Kinder- und Jugendheilkunde,533.0,2222.0,2755.0,2023,Tirol
2023-12,9.0,ÖGK-T,Dez.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",415.0,295.0,710.0,2023,Tirol
2023-12,10.0,ÖGK-T,Dez.23,FA für Lungenkrankheiten,79.0,164.0,243.0,2023,Tirol
2023-12,11.0,ÖGK-T,Dez.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,,,0.0,2023,Tirol
2023-12,12.0,ÖGK-T,Dez.23,FA für Orthopädie und orthopädische Chirurgie,1137.0,946.0,2083.0,2023,Tirol
2023-12,13.0,ÖGK-T,Dez.23,FA für Physikalische Medizin,32.0,47.0,79.0,2023,Tirol
2023-12,14.0,ÖGK-T,Dez.23,FA für Radiologie,368.0,311.0,679.0,2023,Tirol
2023-12,15.0,ÖGK-T,Dez.23,FA für Unfallchirurgie,798.0,875.0,1673.0,2023,Tirol
2023-12,16.0,ÖGK-T,Dez.23,FA für Urologie,504.0,305.0,809.0,2023,Tirol
2023-12,18.0,ÖGK-T,Dez.23,FA für Neurochirurgie,252.0,205.0,457.0,2023,Tirol
2023-12,19.0,ÖGK-T,Dez.23,FA für Neurologie,344.0,370.0,714.0,2023,Tirol
2023-12,20.0,ÖGK-T,Dez.23,FA für Psychiatrie,1117.0,823.0,1940.0,2023,Tirol
2023-12,21.0,ÖGK-T,Dez.23,FA für Plastische Chirurgie,84.0,88.0,172.0,2023,Tirol
2023-12,22.0,ÖGK-T,Dez.23,FA für Kinderchirurgie,,,0.0,2023,Tirol
2023-12,23.0,ÖGK-T,Dez.23,"FA für Mund., Kiefer- und Gesichtschirurgie",472.0,230.0,702.0,2023,Tirol
2023-12,24.0,ÖGK-T,Dez.23,FA für Nuklearmedizin,158.0,214.0,372.0,2023,Tirol
2023-12,26.0,ÖGK-T,Dez.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Tirol
2023-12,29.0,ÖGK-T,Dez.23,FA für Immunologie,,2.0,2.0,2023,Tirol
2023-12,32.0,ÖGK-T,Dez.23,FA für Kinder- und Jugendpsychiatrie,9.0,11.0,20.0,2023,Tirol
2023-12,34.0,ÖGK-T,Dez.23,FA für medizinische Biologie,,,0.0,2023,Tirol
2023-12,50.0,ÖGK-T,Dez.23,FA für medizinische und chemische Labordiagnostik,,,0.0,2023,Tirol
2023-12,53.0,ÖGK-T,Dez.23,FA für Pathologie und Histologie,5.0,3.0,8.0,2023,Tirol
2023-12,55.0,ÖGK-T,Dez.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,6.0,1.0,7.0,2023,Tirol
2023-12,,ÖGK-T,Dez.23,Gesamt,23669.0,20057.0,43726.0,2023,Tirol
2023-01,5.0,ÖGK-V,Jän.23,FA für Haut- und Geschlechtskrankheiten,741.0,272.0,1013.0,2023,Vorarlberg
2023-01,6.0,ÖGK-V,Jän.23,FA für Frauenheilkunde und Geburtshilfe,2170.0,663.0,2833.0,2023,Vorarlberg
2023-01,7.0,ÖGK-V,Jän.23,FA für Innere Medizin,1113.0,323.0,1436.0,2023,Vorarlberg
2023-01,8.0,ÖGK-V,Jän.23,FA für Kinder- und Jugendheilkunde,1360.0,539.0,1899.0,2023,Vorarlberg
2023-01,9.0,ÖGK-V,Jän.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",90.0,56.0,146.0,2023,Vorarlberg
2023-01,10.0,ÖGK-V,Jän.23,FA für Lungenkrankheiten,265.0,42.0,307.0,2023,Vorarlberg
2023-01,11.0,ÖGK-V,Jän.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,,2.0,2.0,2023,Vorarlberg
2023-01,12.0,ÖGK-V,Jän.23,FA für Orthopädie und orthopädische Chirurgie,870.0,163.0,1033.0,2023,Vorarlberg
2023-01,13.0,ÖGK-V,Jän.23,FA für Physikalische Medizin,58.0,9.0,67.0,2023,Vorarlberg
2023-01,14.0,ÖGK-V,Jän.23,FA für Radiologie,6.0,24.0,30.0,2023,Vorarlberg
2023-01,15.0,ÖGK-V,Jän.23,FA für Unfallchirurgie,100.0,44.0,144.0,2023,Vorarlberg
2023-01,16.0,ÖGK-V,Jän.23,FA für Urologie,502.0,121.0,623.0,2023,Vorarlberg
2023-01,18.0,ÖGK-V,Jän.23,FA für Neurochirurgie,15.0,4.0,19.0,2023,Vorarlberg
2023-01,19.0,ÖGK-V,Jän.23,FA für Neurologie,380.0,61.0,441.0,2023,Vorarlberg
2023-01,20.0,ÖGK-V,Jän.23,FA für Psychiatrie,582.0,88.0,670.0,2023,Vorarlberg
2023-01,21.0,ÖGK-V,Jän.23,FA für Plastische Chirurgie,54.0,20.0,74.0,2023,Vorarlberg
2023-01,22.0,ÖGK-V,Jän.23,FA für Kinderchirurgie,,,0.0,2023,Vorarlberg
2023-01,23.0,ÖGK-V,Jän.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Vorarlberg
2023-01,24.0,ÖGK-V,Jän.23,FA für Nuklearmedizin,34.0,7.0,41.0,2023,Vorarlberg
2023-01,26.0,ÖGK-V,Jän.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Vorarlberg
2023-01,29.0,ÖGK-V,Jän.23,FA für Immunologie,,1.0,1.0,2023,Vorarlberg
2023-01,32.0,ÖGK-V,Jän.23,FA für Kinder- und Jugendpsychiatrie,,,0.0,2023,Vorarlberg
2023-01,34.0,ÖGK-V,Jän.23,FA für medizinische Biologie,,,0.0,2023,Vorarlberg
2023-01,50.0,ÖGK-V,Jän.23,FA für medizinische und chemische Labordiagnostik,,,0.0,2023,Vorarlberg
2023-01,53.0,ÖGK-V,Jän.23,FA für Pathologie und Histologie,,,0.0,2023,Vorarlberg
2023-01,55.0,ÖGK-V,Jän.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Vorarlberg
2023-01,,ÖGK-V,Jän.23,Gesamt,11415.0,3226.0,14641.0,2023,Vorarlberg
2023-02,5.0,ÖGK-V,Feb.23,FA für Haut- und Geschlechtskrankheiten,781.0,312.0,1093.0,2023,Vorarlberg
2023-02,6.0,ÖGK-V,Feb.23,FA für Frauenheilkunde und Geburtshilfe,934.0,600.0,1534.0,2023,Vorarlberg
2023-02,7.0,ÖGK-V,Feb.23,FA für Innere Medizin,993.0,270.0,1263.0,2023,Vorarlberg
2023-02,8.0,ÖGK-V,Feb.23,FA für Kinder- und Jugendheilkunde,429.0,505.0,934.0,2023,Vorarlberg
2023-02,9.0,ÖGK-V,Feb.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",92.0,52.0,144.0,2023,Vorarlberg
2023-02,10.0,ÖGK-V,Feb.23,FA für Lungenkrankheiten,62.0,42.0,104.0,2023,Vorarlberg
2023-02,11.0,ÖGK-V,Feb.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,1.0,,1.0,2023,Vorarlberg
2023-02,12.0,ÖGK-V,Feb.23,FA für Orthopädie und orthopädische Chirurgie,401.0,155.0,556.0,2023,Vorarlberg
2023-02,13.0,ÖGK-V,Feb.23,FA für Physikalische Medizin,21.0,8.0,29.0,2023,Vorarlberg
2023-02,14.0,ÖGK-V,Feb.23,FA für Radiologie,8.0,32.0,40.0,2023,Vorarlberg
2023-02,15.0,ÖGK-V,Feb.23,FA für Unfallchirurgie,68.0,34.0,102.0,2023,Vorarlberg
2023-02,16.0,ÖGK-V,Feb.23,FA für Urologie,316.0,89.0,405.0,2023,Vorarlberg
2023-02,18.0,ÖGK-V,Feb.23,FA für Neurochirurgie,33.0,5.0,38.0,2023,Vorarlberg
2023-02,19.0,ÖGK-V,Feb.23,FA für Neurologie,190.0,42.0,232.0,2023,Vorarlberg
2023-02,20.0,ÖGK-V,Feb.23,FA für Psychiatrie,505.0,125.0,630.0,2023,Vorarlberg
2023-02,21.0,ÖGK-V,Feb.23,FA für Plastische Chirurgie,26.0,12.0,38.0,2023,Vorarlberg
2023-02,22.0,ÖGK-V,Feb.23,FA für Kinderchirurgie,,,0.0,2023,Vorarlberg
2023-02,23.0,ÖGK-V,Feb.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,1.0,1.0,2023,Vorarlberg
2023-02,24.0,ÖGK-V,Feb.23,FA für Nuklearmedizin,13.0,18.0,31.0,2023,Vorarlberg
2023-02,26.0,ÖGK-V,Feb.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Vorarlberg
2023-02,29.0,ÖGK-V,Feb.23,FA für Immunologie,,,0.0,2023,Vorarlberg
2023-02,32.0,ÖGK-V,Feb.23,FA für Kinder- und Jugendpsychiatrie,,,0.0,2023,Vorarlberg
2023-02,34.0,ÖGK-V,Feb.23,FA für medizinische Biologie,,,0.0,2023,Vorarlberg
2023-02,50.0,ÖGK-V,Feb.23,FA für medizinische und chemische Labordiagnostik,,,0.0,2023,Vorarlberg
2023-02,53.0,ÖGK-V,Feb.23,FA für Pathologie und Histologie,,,0.0,2023,Vorarlberg
2023-02,55.0,ÖGK-V,Feb.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Vorarlberg
2023-02,,ÖGK-V,Feb.23,Gesamt,6428.0,3053.0,9481.0,2023,Vorarlberg
2023-03,5.0,ÖGK-V,Mär.23,FA für Haut- und Geschlechtskrankheiten,600.0,374.0,974.0,2023,Vorarlberg
2023-03,6.0,ÖGK-V,Mär.23,FA für Frauenheilkunde und Geburtshilfe,1683.0,740.0,2423.0,2023,Vorarlberg
2023-03,7.0,ÖGK-V,Mär.23,FA für Innere Medizin,751.0,311.0,1062.0,2023,Vorarlberg
2023-03,8.0,ÖGK-V,Mär.23,FA für Kinder- und Jugendheilkunde,676.0,615.0,1291.0,2023,Vorarlberg
2023-03,9.0,ÖGK-V,Mär.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",74.0,63.0,137.0,2023,Vorarlberg
2023-03,10.0,ÖGK-V,Mär.23,FA für Lungenkrankheiten,191.0,37.0,228.0,2023,Vorarlberg
2023-03,11.0,ÖGK-V,Mär.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,5.0,,5.0,2023,Vorarlberg
2023-03,12.0,ÖGK-V,Mär.23,FA für Orthopädie und orthopädische Chirurgie,400.0,150.0,550.0,2023,Vorarlberg
2023-03,13.0,ÖGK-V,Mär.23,FA für Physikalische Medizin,38.0,26.0,64.0,2023,Vorarlberg
2023-03,14.0,ÖGK-V,Mär.23,FA für Radiologie,15.0,45.0,60.0,2023,Vorarlberg
2023-03,15.0,ÖGK-V,Mär.23,FA für Unfallchirurgie,86.0,38.0,124.0,2023,Vorarlberg
2023-03,16.0,ÖGK-V,Mär.23,FA für Urologie,355.0,125.0,480.0,2023,Vorarlberg
2023-03,18.0,ÖGK-V,Mär.23,FA für Neurochirurgie,41.0,3.0,44.0,2023,Vorarlberg
2023-03,19.0,ÖGK-V,Mär.23,FA für Neurologie,223.0,50.0,273.0,2023,Vorarlberg
2023-03,20.0,ÖGK-V,Mär.23,FA für Psychiatrie,401.0,161.0,562.0,2023,Vorarlberg
2023-03,21.0,ÖGK-V,Mär.23,FA für Plastische Chirurgie,52.0,15.0,67.0,2023,Vorarlberg
2023-03,22.0,ÖGK-V,Mär.23,FA für Kinderchirurgie,,,0.0,2023,Vorarlberg
2023-03,23.0,ÖGK-V,Mär.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Vorarlberg
2023-03,24.0,ÖGK-V,Mär.23,FA für Nuklearmedizin,22.0,23.0,45.0,2023,Vorarlberg
2023-03,26.0,ÖGK-V,Mär.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Vorarlberg
2023-03,29.0,ÖGK-V,Mär.23,FA für Immunologie,,,0.0,2023,Vorarlberg
2023-03,32.0,ÖGK-V,Mär.23,FA für Kinder- und Jugendpsychiatrie,,,0.0,2023,Vorarlberg
2023-03,34.0,ÖGK-V,Mär.23,FA für medizinische Biologie,,,0.0,2023,Vorarlberg
2023-03,50.0,ÖGK-V,Mär.23,FA für medizinische und chemische Labordiagnostik,,,0.0,2023,Vorarlberg
2023-03,53.0,ÖGK-V,Mär.23,FA für Pathologie und Histologie,,,0.0,2023,Vorarlberg
2023-03,55.0,ÖGK-V,Mär.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Vorarlberg
2023-03,,ÖGK-V,Mär.23,Gesamt,7526.0,3723.0,11249.0,2023,Vorarlberg
2023-04,5.0,ÖGK-V,Apr.23,FA für Haut- und Geschlechtskrankheiten,671.0,306.0,977.0,2023,Vorarlberg
2023-04,6.0,ÖGK-V,Apr.23,FA für Frauenheilkunde und Geburtshilfe,1508.0,552.0,2060.0,2023,Vorarlberg
2023-04,7.0,ÖGK-V,Apr.23,FA für Innere Medizin,866.0,305.0,1171.0,2023,Vorarlberg
2023-04,8.0,ÖGK-V,Apr.23,FA für Kinder- und Jugendheilkunde,775.0,524.0,1299.0,2023,Vorarlberg
2023-04,9.0,ÖGK-V,Apr.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",116.0,56.0,172.0,2023,Vorarlberg
2023-04,10.0,ÖGK-V,Apr.23,FA für Lungenkrankheiten,78.0,34.0,112.0,2023,Vorarlberg
2023-04,11.0,ÖGK-V,Apr.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,4.0,,4.0,2023,Vorarlberg
2023-04,12.0,ÖGK-V,Apr.23,FA für Orthopädie und orthopädische Chirurgie,535.0,121.0,656.0,2023,Vorarlberg
2023-04,13.0,ÖGK-V,Apr.23,FA für Physikalische Medizin,29.0,26.0,55.0,2023,Vorarlberg
2023-04,14.0,ÖGK-V,Apr.23,FA für Radiologie,11.0,39.0,50.0,2023,Vorarlberg
2023-04,15.0,ÖGK-V,Apr.23,FA für Unfallchirurgie,58.0,48.0,106.0,2023,Vorarlberg
2023-04,16.0,ÖGK-V,Apr.23,FA für Urologie,294.0,109.0,403.0,2023,Vorarlberg
2023-04,18.0,ÖGK-V,Apr.23,FA für Neurochirurgie,17.0,3.0,20.0,2023,Vorarlberg
2023-04,19.0,ÖGK-V,Apr.23,FA für Neurologie,226.0,50.0,276.0,2023,Vorarlberg
2023-04,20.0,ÖGK-V,Apr.23,FA für Psychiatrie,560.0,117.0,677.0,2023,Vorarlberg
2023-04,21.0,ÖGK-V,Apr.23,FA für Plastische Chirurgie,50.0,14.0,64.0,2023,Vorarlberg
2023-04,22.0,ÖGK-V,Apr.23,FA für Kinderchirurgie,,,0.0,2023,Vorarlberg
2023-04,23.0,ÖGK-V,Apr.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Vorarlberg
2023-04,24.0,ÖGK-V,Apr.23,FA für Nuklearmedizin,29.0,13.0,42.0,2023,Vorarlberg
2023-04,26.0,ÖGK-V,Apr.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Vorarlberg
2023-04,29.0,ÖGK-V,Apr.23,FA für Immunologie,,,0.0,2023,Vorarlberg
2023-04,32.0,ÖGK-V,Apr.23,FA für Kinder- und Jugendpsychiatrie,1.0,,1.0,2023,Vorarlberg
2023-04,34.0,ÖGK-V,Apr.23,FA für medizinische Biologie,,,0.0,2023,Vorarlberg
2023-04,50.0,ÖGK-V,Apr.23,FA für medizinische und chemische Labordiagnostik,,,0.0,2023,Vorarlberg
2023-04,53.0,ÖGK-V,Apr.23,FA für Pathologie und Histologie,,,0.0,2023,Vorarlberg
2023-04,55.0,ÖGK-V,Apr.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Vorarlberg
2023-04,,ÖGK-V,Apr.23,Gesamt,7912.0,3066.0,10978.0,2023,Vorarlberg
2023-05,5.0,ÖGK-V,Mai.23,FA für Haut- und Geschlechtskrankheiten,666.0,349.0,1015.0,2023,Vorarlberg
2023-05,6.0,ÖGK-V,Mai.23,FA für Frauenheilkunde und Geburtshilfe,1916.0,669.0,2585.0,2023,Vorarlberg
2023-05,7.0,ÖGK-V,Mai.23,FA für Innere Medizin,980.0,276.0,1256.0,2023,Vorarlberg
2023-05,8.0,ÖGK-V,Mai.23,FA für Kinder- und Jugendheilkunde,994.0,610.0,1604.0,2023,Vorarlberg
2023-05,9.0,ÖGK-V,Mai.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",110.0,59.0,169.0,2023,Vorarlberg
2023-05,10.0,ÖGK-V,Mai.23,FA für Lungenkrankheiten,191.0,39.0,230.0,2023,Vorarlberg
2023-05,11.0,ÖGK-V,Mai.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,6.0,,6.0,2023,Vorarlberg
2023-05,12.0,ÖGK-V,Mai.23,FA für Orthopädie und orthopädische Chirurgie,638.0,166.0,804.0,2023,Vorarlberg
2023-05,13.0,ÖGK-V,Mai.23,FA für Physikalische Medizin,27.0,44.0,71.0,2023,Vorarlberg
2023-05,14.0,ÖGK-V,Mai.23,FA für Radiologie,9.0,30.0,39.0,2023,Vorarlberg
2023-05,15.0,ÖGK-V,Mai.23,FA für Unfallchirurgie,86.0,47.0,133.0,2023,Vorarlberg
2023-05,16.0,ÖGK-V,Mai.23,FA für Urologie,414.0,114.0,528.0,2023,Vorarlberg
2023-05,18.0,ÖGK-V,Mai.23,FA für Neurochirurgie,15.0,7.0,22.0,2023,Vorarlberg
2023-05,19.0,ÖGK-V,Mai.23,FA für Neurologie,351.0,69.0,420.0,2023,Vorarlberg
2023-05,20.0,ÖGK-V,Mai.23,FA für Psychiatrie,513.0,118.0,631.0,2023,Vorarlberg
2023-05,21.0,ÖGK-V,Mai.23,FA für Plastische Chirurgie,41.0,15.0,56.0,2023,Vorarlberg
2023-05,22.0,ÖGK-V,Mai.23,FA für Kinderchirurgie,,,0.0,2023,Vorarlberg
2023-05,23.0,ÖGK-V,Mai.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Vorarlberg
2023-05,24.0,ÖGK-V,Mai.23,FA für Nuklearmedizin,40.0,26.0,66.0,2023,Vorarlberg
